Conso Electrique du jour en kWh notifications (Log started: 2021-03-26T13:38:53.999130+00:00)
--------------------------------------------------------------------------------

2021-08-25T21:59:00.128259+00:00 17.0,11,6,11.0,9,2,0.0,0,0,0.008,0,0.0079,4.55,0.5383,4.0118
2021-08-26T21:59:00.085807+00:00 21.0,16,5,12.0,10,2,0.0,0,0,0.007,0,0.0066,4.55,0.6138,3.9438
2021-08-27T21:59:00.098332+00:00 26.0,19,7,10.0,7,3,0.0,0,0,0.007,0,0.0074,4.18,0.2765,3.8953
2021-08-28T21:59:00.118867+00:00 16.0,9,7,11.0,9,2,0.0,0,0,0.008,0,0.0076,5.86,1.2047,4.6555
2021-08-29T21:59:00.672643+00:00 17.0,11,6,10.0,8,2,0.0,0,0,0.006,0.0001,0.0062,3.8,0.7082,3.0888
2021-08-30T21:59:00.103557+00:00 18.0,12,6,11.0,8,3,0.0,0,0,0.007,0.0006,0.0056,3.53,0.4079,3.1166
2021-08-31T21:59:00.085889+00:00 16.0,11,5,11.0,8,3,0.0,0,0,0.007,0,0.0072,4.84,0.6914,4.1482
2021-09-01T21:59:00.706745+00:00 18.0,13,5,11.0,8,3,0.0,0,0,0.005,0,0.0050,3.06,0.2336,2.8268
2021-09-02T21:59:00.099844+00:00 23.0,14,9,9.0,7,2,0.0,0,0,0.035,0,0.0345,2.47,0.0077,2.4636
2021-09-03T21:59:00.073200+00:00 20.0,14,6,10.0,7,3,0.0,0,0,0.007,0,0.0075,3.79,0.2319,3.5584
2021-09-04T21:59:00.124611+00:00 17.0,11,6,10.0,8,2,0.0,0,0,0.007,0,0.0074,4.39,0.3029,4.0874
2021-09-05T21:59:00.111084+00:00 19.0,13,6,11.0,9,2,0.0,0,0,0.007,0,0.0070,4.49,0.4078,4.0760
2021-09-06T21:59:00.059544+00:00 20.0,13,7,12.0,9,3,0.0,0,0,0.008,0,0.0079,3.85,0.2256,3.6187
2021-09-07T21:59:00.053189+00:00 22.0,14,8,11.0,8,3,0.0,0,0,0.008,0,0.0077,4.09,0.1151,3.9723
2021-09-08T21:59:00.098563+00:00 21.0,14,7,12.0,9,3,0.0,0,0,0.007,0,0.0071,4.44,0.2061,4.2315
2021-09-09T21:59:00.098089+00:00 25.0,16,9,9.0,7,2,1.0,1,0,0.007,0,0.0073,3.44,0.2037,3.2378
2021-09-10T21:59:00.094281+00:00 23.0,14,9,9.0,7,2,0.0,0,0,0.007,0.0004,0.0068,3.98,0.4233,3.5596
2021-09-11T21:59:00.091799+00:00 19.0,13,6,9.0,7,2,0.0,0,0,0.008,0,0.0077,4.45,0.3447,4.1135
2021-09-12T21:59:00.665717+00:00 16.0,9,7,10.0,7,3,0.0,0,0,0.008,0,0.0076,5.02,0.5479,4.4670
2021-09-13T21:59:00.083437+00:00 15.0,9,6,10.0,8,2,0.0,0,0,0.009,0.0005,0.0081,4.28,0.5489,3.7347
2021-09-14T21:59:00.038191+00:00 18.0,12,6,10.0,7,3,0.0,0,0,0.005,0,0.0047,2.36,0.0006,2.3575
